report_id,machine_id,operator_name,shift,date,incident_description,initial_action,severity,status
REP_1206,MCH_041,R. Verma,Night,2025-10-19,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,High,Closed
REP_1207,MCH_040,T. Singh,Night,2025-10-04,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,Medium,Investigating
REP_1208,MCH_016,R. Verma,Day,2025-09-02,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Medium,Open
REP_1209,MCH_011,A. Khan,Day,2025-09-19,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,High,Open
REP_1210,MCH_012,A. Khan,Night,2025-09-03,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,High,Open
REP_1211,MCH_015,T. Singh,Evening,2025-10-02,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Critical,Open
REP_1212,MCH_050,J. Das,Evening,2025-10-20,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Medium,Closed
REP_1213,MCH_012,N. Iyer,Evening,2025-09-20,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Low,Investigating
REP_1214,MCH_047,N. Iyer,Night,2025-09-22,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Low,Open
REP_1215,MCH_036,J. Das,Day,2025-10-14,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,High,Closed
REP_1216,MCH_025,N. Iyer,Day,2025-10-02,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,High,Investigating
REP_1217,MCH_049,N. Iyer,Day,2025-10-20,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,High,Open
REP_1218,MCH_021,R. Verma,Evening,2025-09-21,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Critical,Closed
REP_1219,MCH_013,J. Das,Night,2025-09-18,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,Critical,Investigating
REP_1220,MCH_031,S. Kumar,Night,2025-09-28,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,High,Open
REP_1221,MCH_008,A. Khan,Evening,2025-10-29,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,High,Investigating
REP_1222,MCH_042,N. Iyer,Evening,2025-09-25,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,Medium,Investigating
REP_1223,MCH_006,A. Khan,Day,2025-10-27,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Critical,Investigating
REP_1224,MCH_006,T. Singh,Night,2025-10-17,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Medium,Investigating
REP_1225,MCH_043,R. Verma,Night,2025-10-08,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Critical,Investigating
REP_1226,MCH_048,R. Verma,Day,2025-10-27,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Critical,Open
REP_1227,MCH_006,N. Iyer,Day,2025-10-09,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Low,Investigating
REP_1228,MCH_027,A. Khan,Night,2025-09-26,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,Low,Investigating
REP_1229,MCH_023,A. Khan,Night,2025-09-28,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,Critical,Open
REP_1230,MCH_044,T. Singh,Evening,2025-10-02,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,Medium,Open
REP_1231,MCH_031,S. Kumar,Night,2025-09-30,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,Medium,Closed
REP_1232,MCH_034,N. Iyer,Evening,2025-10-29,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,High,Open
REP_1233,MCH_010,T. Singh,Night,2025-10-17,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,Medium,Investigating
REP_1234,MCH_042,A. Khan,Day,2025-10-28,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,Medium,Closed
REP_1235,MCH_049,R. Verma,Night,2025-09-12,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,Critical,Open
REP_1236,MCH_043,S. Kumar,Night,2025-10-29,Minor smoke detected from motor casing.,Checked coolant levels and filters.,High,Open
REP_1237,MCH_037,J. Das,Evening,2025-09-19,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,Critical,Open
REP_1238,MCH_009,N. Iyer,Evening,2025-09-14,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Critical,Closed
REP_1239,MCH_005,R. Verma,Evening,2025-09-10,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,Critical,Closed
REP_1240,MCH_027,A. Khan,Day,2025-10-09,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Medium,Closed
REP_1241,MCH_027,R. Verma,Day,2025-09-18,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,High,Investigating
REP_1242,MCH_021,S. Kumar,Day,2025-09-10,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Critical,Investigating
REP_1243,MCH_001,S. Kumar,Evening,2025-10-24,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,High,Closed
REP_1244,MCH_010,S. Kumar,Evening,2025-10-11,Minor smoke detected from motor casing.,Reduced load and notified maintenance team.,Medium,Investigating
REP_1245,MCH_035,A. Khan,Night,2025-09-08,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,Critical,Investigating
REP_1246,MCH_020,R. Verma,Day,2025-10-28,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,High,Closed
REP_1247,MCH_026,J. Das,Evening,2025-10-31,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Medium,Open
REP_1248,MCH_037,J. Das,Day,2025-10-05,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Critical,Open
REP_1249,MCH_046,N. Iyer,Day,2025-09-30,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Low,Closed
REP_1250,MCH_011,A. Khan,Day,2025-10-08,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Low,Investigating
REP_1251,MCH_010,A. Khan,Day,2025-09-01,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,High,Investigating
REP_1252,MCH_024,J. Das,Night,2025-09-02,Minor smoke detected from motor casing.,Checked coolant levels and filters.,Medium,Closed
REP_1253,MCH_021,R. Verma,Evening,2025-09-02,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Medium,Open
REP_1254,MCH_048,A. Khan,Night,2025-10-24,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Low,Investigating
REP_1255,MCH_008,R. Verma,Night,2025-10-18,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,High,Closed
REP_1256,MCH_045,R. Verma,Day,2025-10-10,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Medium,Open
REP_1257,MCH_005,R. Verma,Evening,2025-10-08,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,Critical,Open
REP_1258,MCH_013,T. Singh,Day,2025-10-29,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,High,Open
REP_1259,MCH_045,A. Khan,Day,2025-09-05,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Medium,Closed
REP_1260,MCH_048,S. Kumar,Day,2025-10-17,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Critical,Investigating
REP_1261,MCH_044,J. Das,Evening,2025-10-09,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Low,Closed
REP_1262,MCH_048,A. Khan,Night,2025-09-28,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,High,Investigating
REP_1263,MCH_001,S. Kumar,Day,2025-09-15,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Medium,Investigating
REP_1264,MCH_032,S. Kumar,Evening,2025-09-28,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Low,Open
REP_1265,MCH_026,S. Kumar,Evening,2025-09-23,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Medium,Open
REP_1266,MCH_016,S. Kumar,Day,2025-10-05,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Critical,Investigating
REP_1267,MCH_033,S. Kumar,Day,2025-09-30,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,Critical,Open
REP_1268,MCH_026,R. Verma,Evening,2025-10-01,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,Low,Open
REP_1269,MCH_033,S. Kumar,Evening,2025-10-19,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Critical,Closed
REP_1270,MCH_034,N. Iyer,Evening,2025-09-04,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Critical,Closed
REP_1271,MCH_024,J. Das,Day,2025-10-27,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Low,Closed
REP_1272,MCH_004,J. Das,Night,2025-09-15,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Low,Open
REP_1273,MCH_048,N. Iyer,Night,2025-10-31,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Critical,Investigating
REP_1274,MCH_045,N. Iyer,Night,2025-09-05,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,Medium,Open
REP_1275,MCH_044,N. Iyer,Day,2025-09-02,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Critical,Investigating
REP_1276,MCH_021,S. Kumar,Day,2025-10-06,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Low,Open
REP_1277,MCH_024,A. Khan,Day,2025-09-07,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Low,Investigating
REP_1278,MCH_007,J. Das,Day,2025-09-24,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Low,Investigating
REP_1279,MCH_023,R. Verma,Night,2025-10-09,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Medium,Open
REP_1280,MCH_037,R. Verma,Night,2025-10-23,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,Medium,Investigating
REP_1281,MCH_006,N. Iyer,Night,2025-10-13,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Medium,Investigating
REP_1282,MCH_029,A. Khan,Day,2025-10-05,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,High,Open
REP_1283,MCH_022,N. Iyer,Day,2025-09-11,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Low,Closed
REP_1284,MCH_008,A. Khan,Day,2025-10-04,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,High,Investigating
REP_1285,MCH_001,J. Das,Day,2025-09-10,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,Medium,Investigating
REP_1286,MCH_001,R. Verma,Day,2025-09-29,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Low,Open
REP_1287,MCH_045,S. Kumar,Night,2025-10-19,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,Critical,Investigating
REP_1288,MCH_034,R. Verma,Night,2025-10-23,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,High,Open
REP_1289,MCH_029,R. Verma,Day,2025-10-08,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Low,Closed
REP_1290,MCH_003,R. Verma,Day,2025-09-23,Minor smoke detected from motor casing.,Checked coolant levels and filters.,High,Open
REP_1291,MCH_009,T. Singh,Evening,2025-10-08,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Critical,Investigating
REP_1292,MCH_038,J. Das,Evening,2025-10-13,Minor smoke detected from motor casing.,Checked coolant levels and filters.,High,Investigating
REP_1293,MCH_033,J. Das,Evening,2025-10-23,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,High,Closed
REP_1294,MCH_033,A. Khan,Night,2025-09-01,Minor smoke detected from motor casing.,Checked coolant levels and filters.,High,Investigating
REP_1295,MCH_015,R. Verma,Day,2025-10-31,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Critical,Closed
REP_1296,MCH_031,N. Iyer,Day,2025-10-16,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Medium,Closed
REP_1297,MCH_012,R. Verma,Day,2025-09-22,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,Medium,Open
REP_1298,MCH_050,R. Verma,Day,2025-09-16,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Low,Investigating
REP_1299,MCH_003,R. Verma,Day,2025-09-01,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,High,Open
REP_1300,MCH_011,R. Verma,Night,2025-10-20,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,High,Closed
REP_1301,MCH_006,N. Iyer,Night,2025-10-10,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Medium,Investigating
REP_1302,MCH_009,S. Kumar,Day,2025-09-03,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Low,Closed
REP_1303,MCH_038,R. Verma,Night,2025-10-31,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,Critical,Open
REP_1304,MCH_042,R. Verma,Day,2025-09-20,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Medium,Investigating
REP_1305,MCH_014,J. Das,Day,2025-10-14,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,Low,Closed
REP_1306,MCH_009,T. Singh,Evening,2025-10-30,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,Low,Investigating
REP_1307,MCH_008,T. Singh,Night,2025-09-01,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,Low,Open
REP_1308,MCH_037,R. Verma,Evening,2025-10-12,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Low,Open
REP_1309,MCH_016,T. Singh,Day,2025-09-20,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,Critical,Open
